"SiteID","RoomID","ApplianceID","Type","Type_Other","Make","Model","Vintage","Energy_Star","Room_Type"
"SITE_491","ROOM_32000","APPL_50452","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_493","ROOM_9861","APPL_168142","Hot Tub",NA,"Attic Spas","Unknown","Unknown","No","Outside"
"SITE_495","ROOM_39235","APPL_155784","Exercise Equipment","Exercise equipment","Xterra","FS25","Unknown","Unknown","Family Room"
"SITE_495","ROOM_27989","APPL_9668","Garage door opener","Garage door opener","Overhead Door","LEGACY","Unknown","Unknown","Garage"
"SITE_505","ROOM_14685","APPL_174864","Hot Tub",NA,"EcoSpa","Unknown","Unknown","No","Outside"
"SITE_509","ROOM_163","APPL_137495","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_509","ROOM_163","APPL_39336","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_509","ROOM_15431","APPL_14387","Exercise Equipment","Treadmill","Sole","Unknown","Unknown","Unknown","Office"
"SITE_510","ROOM_21791","APPL_1592","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_510","ROOM_24736","APPL_128587","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_135298","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_127503","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_13444","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_520","ROOM_28853","APPL_59518","Hot Tub",NA,"Snorkel","Unknown","Unknown","No","Outside"
"SITE_521","ROOM_5787","APPL_173719","Sauna",NA,"Saunette","SAUNETTE 110","Unknown","No","Bedroom"
"SITE_521","ROOM_3764","APPL_106058","Exercise Equipment","Treadmill","Livestrong","Unknown","Unknown","Unknown","Entry/Entryway"
"SITE_521","ROOM_7535","APPL_81514","Garage door opener","Garage door opener","Genie","H4000A","Unknown","Unknown","Garage"
"SITE_521","ROOM_7535","APPL_150930","Power Tool","Air compressor","Central Pneumatic","ITEM 61489","Unknown","No","Garage"
"SITE_522","ROOM_7285","APPL_104429","Heated Pool",NA,"Teledyne","LAARS LITE XXX","Unknown","No","Outside"
"SITE_522","ROOM_7285","APPL_111993","Pool Pump",NA,"Pentair","SF-N1-3","Unknown","No","Outside"
"SITE_527","ROOM_19276","APPL_148082","Garage door opener","Garage door opener","Linear","LDO50 RESIDENTIAL","Unknown","Unknown","Garage"
"SITE_527","ROOM_19276","APPL_34881","Garage door opener","Garage door opener","Linear","LDO50 RESIDENTIAL","Unknown","Unknown","Garage"
"SITE_533","ROOM_43501","APPL_141122","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_534","ROOM_16572","APPL_94423","Garage door opener","Garage door opener","Legacy","696CD/8","Unknown","Unknown","Garage"
"SITE_536","ROOM_12188","APPL_123083","Exercise Equipment","Elliptical","NordicTrack","Unknown","Unknown","Unknown","Bedroom"
"SITE_54","ROOM_1073","APPL_17642","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_547","ROOM_18277","APPL_4001","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_548","ROOM_34041","APPL_172288","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_548","ROOM_12957","APPL_128676","Exercise Equipment","Treadmill","Image","150R","Unknown","Unknown","Bedroom"
"SITE_550","ROOM_36679","APPL_94551","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_554","ROOM_39414","APPL_13938","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_555","ROOM_46542","APPL_153986","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_555","ROOM_46542","APPL_1573","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_559","ROOM_27740","APPL_40708","Exercise Equipment","Treadmill","Trimline","T-315","Unknown","No","Living Room"
"SITE_562","ROOM_39691","APPL_105967","Hot Tub",NA,"Unknown","Unknown","2021","No","Outside"
"SITE_567","ROOM_16800","APPL_104997","Water Circulator Pump",NA,"Taco","007-F5-7IFC","Unknown","No","Basement"
"SITE_567","ROOM_16800","APPL_20946","Other","Heated Solar Water Tank","Unknown","Unknown","Unknown","Unknown","Basement"
"SITE_567","ROOM_16800","APPL_138444","Whole House Vacuum","House Vacuum","Kenmore","Unknown","Unknown","No","Basement"
"SITE_567","ROOM_1808","APPL_75987","Other","Organ Motor","Century","Unknown","Unknown","No","Basement"
"SITE_569","ROOM_604","APPL_29774","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_570","ROOM_39701","APPL_173034","Welder (electric)",NA,"Lincoln","250-250","Unknown","No","Outbuilding / Addition"
"SITE_570","ROOM_39701","APPL_143002","Welder (electric)",NA,"Lincoln","250-250","Unknown","No","Outbuilding / Addition"
"SITE_577","ROOM_36652","APPL_146361","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_577","ROOM_36652","APPL_9491","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_578","ROOM_2033","APPL_98650","Exercise Equipment","Treadmill","Weslo","Unknown","Unknown","Unknown","Living Room"
"SITE_579","ROOM_41632","APPL_134442","Power Tool","Air compressor","Ingersoll Rand","SS5L5 W/KIT","Unknown","No","Garage"
"SITE_579","ROOM_10702","APPL_54059","Welder (electric)",NA,"Miller","MILLERMATIC 175","Unknown","No","Garage"
"SITE_58","ROOM_11373","APPL_26986","Septic pump",NA,"Unknown","Unknown","Unknown","Unknown","Basement"
"SITE_581","ROOM_34033","APPL_79173","Garage door opener","Garage door opener","Linear","LD050","Unknown","Unknown","Garage"
"SITE_590","ROOM_471","APPL_101100","Pool Pump",NA,"AO Smith","C48K2N143C2C","Unknown","No","Mechanical"
"SITE_594","ROOM_44798","APPL_92232","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_595","ROOM_28720","APPL_16277","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_595","ROOM_15929","APPL_1451","Exercise Equipment","Exercise equipment","Echelon","Unknown","Unknown","Unknown","Office"
"SITE_6","ROOM_30759","APPL_60639","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_60","ROOM_23164","APPL_6808","Whole House Vacuum","Central Vacuum","Unknown","#1300","Unknown","Unknown","Garage"
"SITE_600","ROOM_46462","APPL_88956","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_601","ROOM_39515","APPL_70730","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_607","ROOM_5496","APPL_141399","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_611","ROOM_25699","APPL_149618","Pool Pump",NA,"STA-RITE","INTELLIPRO VSF","2020","Yes","Outside"
"SITE_611","ROOM_25699","APPL_108297","Pool Pump",NA,"STA-RITE","INTELLIPRO VSF","2020","Yes","Outside"
"SITE_611","ROOM_25699","APPL_55053","Heated Pool",NA,"Pentair","ULTRATEMP 1200","Unknown","No","Outside"
"SITE_611","ROOM_9899","APPL_4196","Sauna",NA,"Dynamic","Unknown","Unknown","No","Family Room"
"SITE_611","ROOM_38859","APPL_78282","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_611","ROOM_38859","APPL_131540","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_611","ROOM_38859","APPL_104236","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_137996","Sauna",NA,"Rocky Mountain saunas","RIO GRANDE","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_48693","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_28746","Exercise Equipment","Exercise equipment","VMAX","Q5","Unknown","Unknown","Garage"
"SITE_618","ROOM_43646","APPL_15571","Garage door opener","Garage door opener","Stanley Vemco","TT SERIES","Unknown","Unknown","Garage"
"SITE_62","ROOM_18810","APPL_146250","Power Tool","Compressed air","HDX","#947282","Unknown","Unknown","Mechanical"
"SITE_62","ROOM_18810","APPL_61669","Power Tool","Compressed air","Central Pneumatic","#61454","Unknown","Unknown","Mechanical"
"SITE_623","ROOM_30761","APPL_152150","Power Tool","Saw appliance","Delta","Unknown","Unknown","No","Other"
"SITE_623","ROOM_17710","APPL_117996","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_623","ROOM_30761","APPL_145512","Power Tool","Bandsaw","Makita","LS1013","Unknown","No","Other"
"SITE_623","ROOM_36195","APPL_77474","Power Tool","Grinder","Delta","23-725","Unknown","Unknown","Garage"
"SITE_623","ROOM_30761","APPL_71379","Power Tool","Drill Press","Jet","JDP-14MF","Unknown","No","Other"
"SITE_623","ROOM_30761","APPL_114709","Power Tool","Table Saw","Delta","Unknown","Unknown","No","Other"
"SITE_632","ROOM_7501","APPL_78887","Exercise Equipment","Elliptical","NordicTrack","Unknown","Unknown","Unknown","Bedroom"
"SITE_633","ROOM_13956","APPL_40124","Sauna",NA,"Blue Wave Products","B0063E9DZA","Unknown","Unknown","Office"
"SITE_638","ROOM_17221","APPL_107666","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_638","ROOM_17221","APPL_15142","Garage door opener","Garage door opener","Sears","Unknown","Unknown","Unknown","Garage"
"SITE_641","ROOM_4209","APPL_45204","Garage door opener","Garage door opener","Genie","PMX500IC","Unknown","Unknown","Garage"
"SITE_645","ROOM_38549","APPL_104667","Exercise Equipment","Exercise equipment","Biodyne","Unknown","Unknown","Unknown","Living Room"
"SITE_645","ROOM_16900","APPL_61572","Garage door opener","Garage door opener","Overhead Door","ODYSSEY 1000","Unknown","Unknown","Garage"
"SITE_654","ROOM_18752","APPL_142687","Exercise Equipment","Elliptical","Schwinn","Unknown","2013","No","Family Room"
"SITE_658","ROOM_36858","APPL_22929","Pool Pump",NA,"Unknown","Unknown","Unknown","Unknown","Outbuilding / Addition"
"SITE_658","ROOM_36858","APPL_143493","Other","Pool Heater","Teledyne","EPH300","Unknown","No","Outbuilding / Addition"
"SITE_66","ROOM_28387","APPL_56413","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_66","ROOM_14572","APPL_21891","Other","Oxygenator","Resmed","#AIRSENSE10","Unknown","Unknown","Bedroom"
"SITE_66","ROOM_28387","APPL_103202","Whole House Vacuum","Central Vacuum","Electronic Essentials Incorporated","SILENT MASTER","Unknown","Unknown","Garage"
"SITE_665","ROOM_41268","APPL_116345","Exercise Equipment","Treadmill","Keys","MS12006GT","2000","No","Bedroom"
"SITE_668","ROOM_28529","APPL_153440","Exercise Equipment","Treadmill","PaceMaster","PRO SELECT","Unknown","No","Bedroom"
"SITE_675","ROOM_37154","APPL_98660","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_677","ROOM_43786","APPL_9407","Garage door opener","Garage door opener","Raynor","PRODIGY 11","Unknown","Unknown","Garage"
"SITE_677","ROOM_32303","APPL_8236","Exercise Equipment","Stationary Bike","Schwinn","#240","Unknown","Unknown","Bedroom"
"SITE_68","ROOM_43647","APPL_97502","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_684","ROOM_15287","APPL_46531","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_688","ROOM_35798","APPL_123669","Exercise Equipment","Exercise equipment","Schwinn","Unknown","Unknown","Unknown","Bedroom"
"SITE_692","ROOM_44069","APPL_18041","Other","Jacuzzi","Unknown","Unknown","Unknown","Unknown","Bathroom"
"SITE_692","ROOM_33206","APPL_124205","Garage door opener","Garage door opener","Quantum","Unknown","Unknown","Unknown","Garage"
"SITE_695","ROOM_9781","APPL_60756","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_7","ROOM_46184","APPL_153282","Garage door opener","Garage door","Overhead Door","PHANTOM","2001","Unknown","Garage"
"SITE_702","ROOM_36052","APPL_52644","Water Circulator Pump",NA,"Grundfos","#99163906","Unknown","Unknown","Kitchen"
"SITE_707","ROOM_43188","APPL_66585","Irrigation Pump",NA,"Everbilt","EFLS15-HD","Unknown","No","Garage"
"SITE_71","ROOM_42954","APPL_97134","Kiln (Electric)",NA,"Skutt","KM-1027","Unknown","No","Garage"
"SITE_71","ROOM_31513","APPL_37831","Sauna",NA,"Sauna Works","CLEARLIGHT INFRARED","Unknown","Unknown","Mechanical"
"SITE_71","ROOM_34143","APPL_10736","Exercise Equipment","Elliptical","Schwinn","BIODYNE PERFORMANCE","Unknown","Unknown","Family Room"
"SITE_71","ROOM_15378","APPL_8024","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_710","ROOM_44786","APPL_29131","Welder (electric)",NA,"Millermatic","#212","Unknown","No","Outbuilding / Addition"
"SITE_710","ROOM_44786","APPL_81033","Power Tool","Industrial Ait Compressor","Champion","CASRSA39","Unknown","Unknown","Outbuilding / Addition"
"SITE_73","ROOM_37504","APPL_76878","Garage door opener","Garage door opener","LiftMaster","045ACT","Unknown","Unknown","Garage"
"SITE_735","ROOM_12455","APPL_89662","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_741","ROOM_15434","APPL_54691","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_76","ROOM_36668","APPL_52484","Garage door opener","Garage door opener","Unknown","#8030","Unknown","Unknown","Garage"
"SITE_761","ROOM_25472","APPL_125609","Hot Tub",NA,"Cal Spas","Unknown","Unknown","Unknown","Outside"
"SITE_762","ROOM_39359","APPL_110820","Hot Tub",NA,"Saltron","SOLAXX","Unknown","Unknown","Outside"
"SITE_77","ROOM_31308","APPL_94077","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER","Unknown","Unknown","Garage"
"SITE_773","ROOM_8675","APPL_74191","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_773","ROOM_8675","APPL_43989","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_788","ROOM_7386","APPL_26527","Water feature",NA,"Unknown","Unknown","Unknown","No","Living Room"
"SITE_790","ROOM_42929","APPL_137319","Sauna",NA,"Redwood Outdoors","Unknown","Unknown","Unknown","Outside"
"SITE_790","ROOM_11637","APPL_22121","Exercise Equipment","Treadmill","NordicTrack","Unknown","Unknown","No","Family Room"
"SITE_793","ROOM_12846","APPL_116286","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_796","ROOM_41096","APPL_128870","Hot Tub",NA,"HotSpring","Unknown","Unknown","No","Outside"
"SITE_8","ROOM_19279","APPL_166601","Garage door opener","Garage door","Marantec","M4500E","2021","Unknown","Garage"
"SITE_804","ROOM_12207","APPL_123921","Sauna",NA,"Health Mate","PROFESSIONAL","Unknown","No","Bedroom"
"SITE_816","ROOM_45971","APPL_9782","Sauna",NA,"Metos Sauna","MSPO","Unknown","No","Bathroom"
"SITE_817","ROOM_29035","APPL_156122","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_819","ROOM_1814","APPL_137572","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_829","ROOM_28615","APPL_141058","Hot Tub",NA,"Marquis","Unknown","Unknown","No","Other"
"SITE_829","ROOM_23207","APPL_164624","Sauna",NA,"McCoy","Unknown","Unknown","No","Other"
"SITE_83","ROOM_38614","APPL_138511","Other","Ceramic heater","Pelonis","NT15-9FJ","Unknown","Unknown","Bathroom"
"SITE_833","ROOM_14129","APPL_122862","Exercise Equipment","Treadmill","iFIT","C950I","Unknown","No","Bedroom"
"SITE_837","ROOM_33664","APPL_75674","Other","Oxygen tank","Respironics Millennium M10","M10605-10 OXYGEN CONCENTRATOR","Unknown","No","Kitchen"
"SITE_838","ROOM_29470","APPL_17577","Power Tool","Air compressor","Craftsman","#919167340","Unknown","No","Living Room"
"SITE_844","ROOM_7451","APPL_47873","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_849","ROOM_32186","APPL_132669","Other","Heat transfer","Heat Transfer Group","MG32422-30","Unknown","No","Laundry"
"SITE_85","ROOM_3765","APPL_35411","Garage door opener","Garage door opener","Marantec","SYNERGY 260","Unknown","Unknown","Garage"
"SITE_853","ROOM_31083","APPL_59091","Whole House Vacuum","Whole house vacuum","Vacumaid","P-225","Unknown","No","Mechanical"
"SITE_854","ROOM_13253","APPL_60783","Other","Heated armchair","Infinity","EVOLUTION MAX 4D","Unknown","No","Bedroom"
"SITE_865","ROOM_18060","APPL_128055","Water feature",NA,"Rain Bird","RC-1260BI","Unknown","No","Mechanical"
"SITE_866","ROOM_29433","APPL_146071","Power Tool","Bandsaw","Sears","CRAFTSMAN","Unknown","No","Outbuilding / Addition"
"SITE_866","ROOM_11747","APPL_97057","Exercise Equipment","Treadmill","Epic","T60","Unknown","No","Bedroom"
"SITE_868","ROOM_18528","APPL_128580","Water Circulator Pump",NA,"Grundfos","UPS 15-58 FC","Unknown","No","Crawlspace"
"SITE_87","ROOM_16852","APPL_72374","Garage door opener","Garage door opener","Genie","INTELLICODE","Unknown","Unknown","Garage"
"SITE_880","ROOM_35787","APPL_144826","Sauna",NA,"Unknown","Unknown","Unknown","No","Basement"
"SITE_880","ROOM_35787","APPL_110809","Other","Inverter","Sol-Ark","12K-P","Unknown","No","Basement"
"SITE_885","ROOM_39053","APPL_67331","Hot Tub",NA,"Bullfrog Spas","A SERIES","Unknown","No","Outside"
"SITE_89","ROOM_10739","APPL_78396","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","No","Garage"
"SITE_894","ROOM_35345","APPL_5390","Garage door opener","Garage door opener","Sears","Unknown","Unknown","Unknown","Garage"
"SITE_902","ROOM_33660","APPL_59348","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_903","ROOM_44134","APPL_13537","Sauna",NA,"Sears","Unknown","Unknown","Unknown","Bathroom"
"SITE_904","ROOM_12623","APPL_99889","Whole House Vacuum","Central Vacuum","CentralVac","CV-16","1997","No","Garage"
"SITE_91","ROOM_30575","APPL_102822","Exercise Equipment","Electric bike","NordicTrack","Unknown","Unknown","Unknown","Bedroom"
"SITE_911","ROOM_5352","APPL_100369","Water Circulator Pump",NA,"Geolink","UP26-99F","Unknown","No","Crawlspace"
"SITE_911","ROOM_5352","APPL_119075","Water Circulator Pump",NA,"Geolink","UP26-99F","Unknown","No","Crawlspace"
"SITE_911","ROOM_24746","APPL_24708","Other","Solar panel angle adjuster","Sunny Boy","SE 9000TL-US-22","2016","No","Outside"
"SITE_911","ROOM_9933","APPL_141697","Stock tank heaters",NA,"API","15N","Unknown","Unknown","Outbuilding / Addition"
"SITE_913","ROOM_27802","APPL_30248","Exercise Equipment","Treadmill","Peloton","Unknown","Unknown","Unknown","Other"
"SITE_913","ROOM_27802","APPL_61321","Exercise Equipment","Stationary Bike","Peloton","Unknown","Unknown","Unknown","Other"
"SITE_92","ROOM_19179","APPL_49489","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_920","ROOM_21214","APPL_133390","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_921","ROOM_43685","APPL_76780","Kiln (Electric)",NA,"Skutt","#181","Unknown","No","Garage"
"SITE_928","ROOM_23014","APPL_28503","Sauna",NA,"Saunacore","Unknown","Unknown","No","Living Room"
"SITE_94","ROOM_43002","APPL_114955","Power Tool","Table Saw","Unknown","Unknown","Unknown","No","Outbuilding / Addition"
"SITE_941","ROOM_39903","APPL_135600","Water Circulator Pump",NA,"CENTRIPRO","AQUIVAR SOLO","Unknown","No","Crawlspace"
"SITE_941","ROOM_46260","APPL_105883","Water feature",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_941","ROOM_17320","APPL_117936","Whole House Vacuum","House Vacuum","Prolux","CV12000","Unknown","No","Other"
"SITE_945","ROOM_19471","APPL_46355","Water feature",NA,"Unknown","Unknown","Unknown","Unknown","Bedroom"
"SITE_96","ROOM_19025","APPL_44828","Garage door opener","Garage door opener","Overhead Door","LEGACY","Unknown","Unknown","Garage"
"SITE_96","ROOM_12221","APPL_47851","Exercise Equipment","Spinning machine","Unknown","Unknown","Unknown","Unknown","Bedroom"
"SITE_960","ROOM_24662","APPL_16491","Exercise Equipment","Treadmill","Sole","F63","Unknown","No","Other"
"SITE_960","ROOM_24662","APPL_143964","Exercise Equipment","Workout bike","Peloton","PLTN-RBIVO","Unknown","No","Other"
"SITE_961","ROOM_44529","APPL_60642","Other","Freeze dryer","Harvest Right","Unknown","Unknown","No","Laundry"
"SITE_964","ROOM_28265","APPL_33071","Power Tool","Bandsaw","Craftsman","#137221960","Unknown","No","Garage"
"SITE_964","ROOM_28265","APPL_132479","Garage door opener","Garage door opener","Stanley Vemco","Unknown","Unknown","Unknown","Garage"
"SITE_965","ROOM_38184","APPL_98546","Water feature",NA,"Unknown","Unknown","Unknown","No","Living Room"
"SITE_976","ROOM_8544","APPL_154770","Septic pump",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_978","ROOM_8838","APPL_40135","Garage door opener","Garage door opener","Overhead Door","ODYSSEY 1000","Unknown","Unknown","Garage"
"SITE_985","ROOM_323","APPL_57157","Septic pump",NA,"Liberty","280-2","2022","Unknown","Mechanical"
"SITE_985","ROOM_9327","APPL_140626","Power Tool","Various shop machines and tools","Unknown","Unknown","Unknown","Unknown","Other"
"SITE_985","ROOM_28404","APPL_57382","Other","Driveway Deicer","Unknown","Unknown","Unknown","No","Garage"
"SITE_990","ROOM_818","APPL_110922","Kiln (Electric)",NA,"Lincoln","Unknown","Unknown","No","Outbuilding / Addition"
"SITE_992","ROOM_7293","APPL_160542","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_3106","ROOM_39299","APPL_33246","Sauna",NA,"Dynamic","Unknown","Unknown","No","Living Room"
"SITE_3154","ROOM_23512","APPL_83522","Sauna",NA,"Relaxed saunas","CH-9008-C","Unknown","No","Living Room"
"SITE_3218","ROOM_44727","APPL_33311","Exercise Equipment","Treadmill","Unknown","Unknown","2020","No","Living Room"
