SiteID,Mechanical_ID,System_Type,Ventilation_Controls
SITE_301,MECH_3895,High Capacity Exhaust,Timer
SITE_302,MECH_30307,Small Capacity Exhaust,On/off
SITE_303,MECH_136140,Small Capacity Exhaust,On/off
SITE_304,MECH_78058,High Capacity Exhaust,On/off
SITE_305,MECH_37666,Small Capacity Exhaust,On/off
SITE_306,MECH_33186,Small Capacity Exhaust,On/off
SITE_307,MECH_133142,Small Capacity Exhaust,On/off
SITE_308,MECH_79428,Small Capacity Exhaust,On/off
SITE_309,MECH_163864,Small Capacity Exhaust,On/off
SITE_31,MECH_55715,Unknown,On/off
SITE_310,MECH_97110,Small Capacity Exhaust,On/off
SITE_311,MECH_49494,Small Capacity Exhaust,On/off
SITE_312,MECH_82288,High Capacity Exhaust,On/off
SITE_313,MECH_30728,Unknown,On/off
SITE_314,MECH_39916,High Capacity Exhaust,On/off
SITE_315,MECH_166836,Small Capacity Exhaust,On/off
SITE_316,MECH_112557,Small Capacity Exhaust,On/off
SITE_32,MECH_1561,Small Capacity Exhaust,On/off
SITE_320,MECH_89759,Unknown,On/off
SITE_323,MECH_96057,Small Capacity Exhaust,On/off
SITE_324,MECH_140756,High Capacity Exhaust,On/off
SITE_326,MECH_76218,Unknown,On/off
SITE_327,MECH_164944,Small Capacity Exhaust,On/off
SITE_329,MECH_41823,Small Capacity Exhaust,On/off
SITE_330,MECH_9960,Small Capacity Exhaust,On/off
SITE_331,MECH_162253,Unknown,On/off
SITE_333,MECH_119340,High Capacity Exhaust,On/off
SITE_334,MECH_96868,Unknown,On/off
SITE_336,MECH_59497,Small Capacity Exhaust,On/off
SITE_337,MECH_161838,High Capacity Exhaust,On/off
SITE_338,MECH_39302,Small Capacity Exhaust,On/off
SITE_339,MECH_2507,Recirculating Only,On/off
SITE_34,MECH_84277,Unknown,On/off
SITE_34,MECH_23539,High Capacity Exhaust,On/off
SITE_340,MECH_164350,Recirculating Only,On/off
SITE_341,MECH_73140,Small Capacity Exhaust,On/off
SITE_342,MECH_130005,Recirculating Only,On/off
SITE_343,MECH_23017,Small Capacity Exhaust,On/off
SITE_344,MECH_135103,High Capacity Exhaust,On/off
SITE_344,MECH_100242,High Capacity Exhaust,On/off
SITE_345,MECH_51069,Unknown,On/off
SITE_346,MECH_118684,Recirculating Only,On/off
SITE_349,MECH_123958,Small Capacity Exhaust,On/off
SITE_35,MECH_168354,Small Capacity Exhaust,On/off
SITE_351,MECH_101598,Small Capacity Exhaust,On/off
SITE_352,MECH_60371,Recirculating Only,On/off
SITE_353,MECH_7762,Small Capacity Exhaust,On/off
SITE_354,MECH_35979,Recirculating Only,On/off
SITE_355,MECH_88736,Small Capacity Exhaust,On/off
SITE_356,MECH_32265,Small Capacity Exhaust,On/off
SITE_357,MECH_8576,Small Capacity Exhaust,On/off
SITE_358,MECH_106025,High Capacity Exhaust,On/off
SITE_36,MECH_170803,Small Capacity Exhaust,On/off
SITE_36,MECH_120500,Small Capacity Exhaust,On/off
SITE_362,MECH_5562,Small Capacity Exhaust,On/off
SITE_364,MECH_71261,Small Capacity Exhaust,On/off
SITE_366,MECH_106607,Small Capacity Exhaust,On/off
SITE_367,MECH_84691,Small Capacity Exhaust,On/off
SITE_368,MECH_8935,Small Capacity Exhaust,None
SITE_369,MECH_93642,Small Capacity Exhaust,On/off
SITE_371,MECH_103090,High Capacity Exhaust,On/off
SITE_373,MECH_14488,Small Capacity Exhaust,Timer
SITE_374,MECH_31101,Recirculating Only,On/off
SITE_375,MECH_65162,Small Capacity Exhaust,On/off
SITE_378,MECH_28459,Recirculating Only,On/off
SITE_379,MECH_165344,Recirculating Only,On/off
SITE_38,MECH_142454,Small Capacity Exhaust,On/off
SITE_381,MECH_19455,Recirculating Only,On/off
SITE_383,MECH_7588,Recirculating Only,On/off
SITE_385,MECH_103231,Small Capacity Exhaust,On/off
SITE_387,MECH_65677,High Capacity Exhaust,Timer
SITE_389,MECH_101393,Recirculating Only,On/off
SITE_39,MECH_4027,Recirculating Only,On/off
SITE_391,MECH_127771,Recirculating Only,On/off
SITE_392,MECH_76501,Small Capacity Exhaust,On/off
SITE_393,MECH_89577,High Capacity Exhaust,Timer
SITE_395,MECH_626,Small Capacity Exhaust,On/off
SITE_397,MECH_47611,Small Capacity Exhaust,On/off
SITE_398,MECH_141963,Unknown,On/off
SITE_399,MECH_8307,Small Capacity Exhaust,On/off
SITE_4,MECH_7427,Small Capacity Exhaust,On/off
SITE_40,MECH_165524,Unknown,On/off
SITE_400,MECH_82077,Recirculating Only,On/off
SITE_402,MECH_82609,Small Capacity Exhaust,On/off
SITE_404,MECH_105758,Small Capacity Exhaust,On/off
SITE_405,MECH_66536,Small Capacity Exhaust,On/off
SITE_407,MECH_2242,Small Capacity Exhaust,On/off
SITE_408,MECH_32994,Recirculating Only,On/off
SITE_409,MECH_157527,Recirculating Only,On/off
SITE_410,MECH_7828,High Capacity Exhaust,On/off
SITE_411,MECH_93045,Small Capacity Exhaust,On/off
SITE_414,MECH_163688,High Capacity Exhaust,On/off
SITE_415,MECH_17060,High Capacity Exhaust,On/off
SITE_416,MECH_2758,Recirculating Only,On/off
SITE_418,MECH_31506,Small Capacity Exhaust,On/off
SITE_419,MECH_111221,Recirculating Only,On/off
SITE_42,MECH_105373,Small Capacity Exhaust,On/off
SITE_420,MECH_44102,High Capacity Exhaust,On/off
SITE_421,MECH_44594,Small Capacity Exhaust,On/off
SITE_422,MECH_167902,Recirculating Only,On/off
SITE_423,MECH_138339,Recirculating Only,On/off
SITE_424,MECH_136226,High Capacity Exhaust,On/off
SITE_426,MECH_5942,Small Capacity Exhaust,On/off
SITE_427,MECH_116757,Small Capacity Exhaust,On/off
SITE_428,MECH_48165,Unknown,On/off
SITE_429,MECH_67423,Small Capacity Exhaust,On/off
SITE_430,MECH_165240,Small Capacity Exhaust,On/off
SITE_431,MECH_41623,Recirculating Only,On/off
SITE_432,MECH_124809,Recirculating Only,On/off
SITE_433,MECH_147148,Recirculating Only,On/off
SITE_435,MECH_124211,Recirculating Only,On/off
SITE_436,MECH_108960,Recirculating Only,On/off
SITE_437,MECH_11930,Small Capacity Exhaust,On/off
SITE_439,MECH_151591,Small Capacity Exhaust,Manual thermostat - Analog
SITE_441,MECH_103684,Small Capacity Exhaust,On/off
SITE_442,MECH_173019,Recirculating Only,On/off
SITE_443,MECH_17034,Small Capacity Exhaust,On/off
SITE_444,MECH_90093,Small Capacity Exhaust,On/off
SITE_446,MECH_147688,High Capacity Exhaust,On/off
SITE_447,MECH_115480,Small Capacity Exhaust,On/off
SITE_448,MECH_98910,High Capacity Exhaust,On/off
SITE_449,MECH_164117,Small Capacity Exhaust,On/off
SITE_45,MECH_140780,Recirculating Only,On/off
SITE_450,MECH_36725,Small Capacity Exhaust,On/off
SITE_452,MECH_117223,Recirculating Only,On/off
SITE_453,MECH_30188,High Capacity Exhaust,On/off
SITE_454,MECH_71034,Recirculating Only,On/off
SITE_455,MECH_170968,Recirculating Only,On/off
SITE_456,MECH_104398,Small Capacity Exhaust,On/off
SITE_457,MECH_145825,Small Capacity Exhaust,On/off
SITE_458,MECH_140774,Small Capacity Exhaust,On/off
SITE_459,MECH_104154,Recirculating Only,On/off
SITE_460,MECH_79412,High Capacity Exhaust,On/off
SITE_461,MECH_26328,Recirculating Only,On/off
SITE_462,MECH_43634,Recirculating Only,On/off
SITE_463,MECH_16646,Recirculating Only,On/off
SITE_465,MECH_108550,High Capacity Exhaust,On/off
SITE_466,MECH_169594,Small Capacity Exhaust,On/off
SITE_467,MECH_160722,Small Capacity Exhaust,On/off
SITE_468,MECH_108732,Unknown,On/off
SITE_469,MECH_134277,Recirculating Only,On/off
SITE_470,MECH_46876,High Capacity Exhaust,On/off
SITE_471,MECH_97552,High Capacity Exhaust,On/off
SITE_472,MECH_100738,Recirculating Only,On/off
SITE_474,MECH_166693,Unknown,On/off
SITE_475,MECH_51607,Small Capacity Exhaust,On/off
SITE_476,MECH_76715,High Capacity Exhaust,On/off
SITE_477,MECH_174810,Small Capacity Exhaust,On/off
SITE_478,MECH_3351,Small Capacity Exhaust,On/off
SITE_48,MECH_143768,Small Capacity Exhaust,On/off
SITE_480,MECH_111164,High Capacity Exhaust,On/off
SITE_481,MECH_49019,Small Capacity Exhaust,On/off
SITE_484,MECH_61383,Recirculating Only,Manual thermostat - Analog
SITE_485,MECH_13138,Small Capacity Exhaust,On/off
SITE_486,MECH_85084,Small Capacity Exhaust,Manual thermostat - Analog
SITE_487,MECH_171324,High Capacity Exhaust,On/off
SITE_489,MECH_1194,Small Capacity Exhaust,On/off
SITE_490,MECH_168351,Small Capacity Exhaust,On/off
SITE_491,MECH_90065,High Capacity Exhaust,On/off
SITE_492,MECH_117923,Small Capacity Exhaust,On/off
SITE_493,MECH_72432,Recirculating Only,On/off
SITE_494,MECH_5404,Small Capacity Exhaust,Manual thermostat - Analog
SITE_497,MECH_160438,Recirculating Only,On/off
SITE_50,MECH_72504,Unknown,On/off
SITE_500,MECH_48758,Unknown,On/off
SITE_502,MECH_1066,Small Capacity Exhaust,On/off
SITE_503,MECH_8678,Small Capacity Exhaust,On/off
SITE_505,MECH_26252,Small Capacity Exhaust,On/off
SITE_507,MECH_144461,Small Capacity Exhaust,On/off
SITE_508,MECH_97919,Unknown,On/off
SITE_51,MECH_20803,Unknown,On/off
SITE_510,MECH_8129,High Capacity Exhaust,On/off
SITE_511,MECH_26710,Recirculating Only,On/off
SITE_514,MECH_74296,Small Capacity Exhaust,On/off
SITE_515,MECH_88727,Recirculating Only,On/off
SITE_516,MECH_55518,High Capacity Exhaust,Timer
SITE_517,MECH_169903,Recirculating Only,On/off
SITE_519,MECH_22186,Small Capacity Exhaust,On/off
SITE_520,MECH_118615,High Capacity Exhaust,On/off
SITE_521,MECH_29995,Small Capacity Exhaust,On/off
SITE_522,MECH_107156,High Capacity Exhaust,On/off
SITE_524,MECH_91112,High Capacity Exhaust,On/off
SITE_527,MECH_69028,High Capacity Exhaust,Timer
SITE_529,MECH_26511,Recirculating Only,On/off
SITE_53,MECH_110636,Recirculating Only,On/off
SITE_531,MECH_46380,Small Capacity Exhaust,On/off
SITE_532,MECH_160351,Recirculating Only,On/off
SITE_533,MECH_140886,Recirculating Only,On/off
SITE_534,MECH_55742,High Capacity Exhaust,On/off
SITE_535,MECH_111973,Small Capacity Exhaust,On/off
SITE_537,MECH_110822,Small Capacity Exhaust,On/off
SITE_539,MECH_162840,Small Capacity Exhaust,On/off
SITE_539,MECH_20764,Small Capacity Exhaust,On/off
SITE_54,MECH_107773,Unknown,On/off
SITE_541,MECH_142231,Small Capacity Exhaust,On/off
SITE_543,MECH_152044,High Capacity Exhaust,On/off
SITE_544,MECH_69435,Recirculating Only,On/off
SITE_546,MECH_19303,Recirculating Only,On/off
SITE_547,MECH_59936,Unknown,On/off
SITE_548,MECH_143771,High Capacity Exhaust,On/off
SITE_548,MECH_28997,High Capacity Exhaust,On/off
SITE_549,MECH_110263,Unknown,On/off
SITE_55,MECH_8264,Recirculating Only,On/off
SITE_55,MECH_173982,High Capacity Exhaust,On/off
SITE_550,MECH_152505,High Capacity Exhaust,Timer
SITE_551,MECH_46994,Recirculating Only,On/off
SITE_553,MECH_99841,Recirculating Only,On/off
SITE_554,MECH_166571,High Capacity Exhaust,On/off
SITE_555,MECH_3668,Small Capacity Exhaust,On/off
SITE_556,MECH_123865,Small Capacity Exhaust,On/off
SITE_558,MECH_132331,Small Capacity Exhaust,On/off
SITE_560,MECH_844,Small Capacity Exhaust,On/off
SITE_562,MECH_6782,Recirculating Only,On/off
SITE_563,MECH_29601,High Capacity Exhaust,On/off
SITE_563,MECH_29601,Recirculating Only,On/off
SITE_564,MECH_48617,Small Capacity Exhaust,On/off
SITE_565,MECH_66984,Small Capacity Exhaust,On/off
SITE_566,MECH_75107,High Capacity Exhaust,On/off
SITE_567,MECH_72617,Small Capacity Exhaust,On/off
SITE_569,MECH_142437,Unknown,On/off
SITE_57,MECH_55462,High Capacity Exhaust,On/off
SITE_570,MECH_58869,Recirculating Only,Manual thermostat - Digital
SITE_571,MECH_169776,Recirculating Only,On/off
SITE_572,MECH_119553,Small Capacity Exhaust,On/off
SITE_573,MECH_165573,Small Capacity Exhaust,On/off
SITE_574,MECH_83224,Recirculating Only,On/off
SITE_575,MECH_165065,Small Capacity Exhaust,On/off
SITE_576,MECH_138181,Small Capacity Exhaust,On/off
SITE_58,MECH_142368,Small Capacity Exhaust,On/off
SITE_580,MECH_161030,Small Capacity Exhaust,On/off
SITE_581,MECH_167049,High Capacity Exhaust,On/off
SITE_582,MECH_55413,High Capacity Exhaust,On/off
SITE_584,MECH_24647,Recirculating Only,On/off
SITE_584,MECH_24647,Small Capacity Exhaust,On/off
SITE_585,MECH_12953,Recirculating Only,On/off
SITE_586,MECH_31712,High Capacity Exhaust,On/off
SITE_587,MECH_19897,Recirculating Only,On/off
SITE_588,MECH_138224,Small Capacity Exhaust,On/off
SITE_589,MECH_161833,Small Capacity Exhaust,On/off
SITE_59,MECH_162444,Small Capacity Exhaust,On/off
SITE_590,MECH_66495,Recirculating Only,On/off
SITE_592,MECH_88648,Small Capacity Exhaust,On/off
SITE_593,MECH_6861,Recirculating Only,On/off
SITE_594,MECH_172783,High Capacity Exhaust,Timer
SITE_595,MECH_73429,Unknown,On/off
SITE_596,MECH_80761,High Capacity Exhaust,On/off
SITE_599,MECH_62961,High Capacity Exhaust,On/off
SITE_60,MECH_105789,Small Capacity Exhaust,On/off
SITE_600,MECH_157151,Unknown,On/off
SITE_601,MECH_79731,High Capacity Exhaust,On/off
SITE_602,MECH_65057,Unknown,On/off
SITE_603,MECH_25951,Small Capacity Exhaust,On/off
SITE_604,MECH_152960,Small Capacity Exhaust,On/off
SITE_605,MECH_90293,High Capacity Exhaust,On/off
SITE_607,MECH_123691,Unknown,On/off
SITE_608,MECH_64339,High Capacity Exhaust,On/off
SITE_609,MECH_73525,Recirculating Only,On/off
SITE_610,MECH_141878,High Capacity Exhaust,On/off
SITE_611,MECH_95324,High Capacity Exhaust,Unknown
SITE_613,MECH_157292,High Capacity Exhaust,On/off
SITE_614,MECH_31298,Small Capacity Exhaust,On/off
SITE_615,MECH_81821,High Capacity Exhaust,On/off
SITE_616,MECH_37118,Recirculating Only,On/off
SITE_617,MECH_138283,Small Capacity Exhaust,On/off
SITE_618,MECH_106360,Unknown,On/off
SITE_619,MECH_128111,High Capacity Exhaust,On/off
SITE_62,MECH_81010,Recirculating Only,Timer
SITE_620,MECH_40761,Small Capacity Exhaust,On/off
SITE_621,MECH_102593,Small Capacity Exhaust,On/off
SITE_622,MECH_109961,High Capacity Exhaust,On/off
SITE_623,MECH_98049,High Capacity Exhaust,On/off
SITE_625,MECH_166271,Recirculating Only,On/off
SITE_626,MECH_155566,Recirculating Only,On/off
SITE_627,MECH_56496,Small Capacity Exhaust,On/off
SITE_630,MECH_19769,High Capacity Exhaust,On/off
SITE_631,MECH_172773,Unknown,On/off
SITE_634,MECH_85170,Unknown,On/off
SITE_635,MECH_152570,Small Capacity Exhaust,On/off
SITE_636,MECH_118218,Small Capacity Exhaust,On/off
SITE_637,MECH_164236,Small Capacity Exhaust,On/off
SITE_638,MECH_126631,Recirculating Only,On/off
SITE_64,MECH_173501,Small Capacity Exhaust,On/off
SITE_641,MECH_35319,Unknown,On/off
SITE_642,MECH_93764,Small Capacity Exhaust,On/off
SITE_643,MECH_165463,Small Capacity Exhaust,On/off
SITE_644,MECH_97125,Small Capacity Exhaust,On/off
SITE_645,MECH_135760,Recirculating Only,On/off
SITE_646,MECH_92523,Small Capacity Exhaust,On/off
SITE_648,MECH_46852,Recirculating Only,On/off
SITE_649,MECH_37943,Small Capacity Exhaust,On/off
SITE_65,MECH_122177,Recirculating Only,On/off
SITE_650,MECH_24307,Recirculating Only,On/off
SITE_651,MECH_135758,Small Capacity Exhaust,On/off
SITE_652,MECH_37074,Small Capacity Exhaust,On/off
SITE_653,MECH_5838,Small Capacity Exhaust,On/off
SITE_654,MECH_91359,Recirculating Only,On/off
SITE_655,MECH_122505,Small Capacity Exhaust,On/off
SITE_656,MECH_63158,Small Capacity Exhaust,On/off
SITE_657,MECH_28567,Recirculating Only,On/off
SITE_658,MECH_58249,Recirculating Only,On/off
SITE_659,MECH_159885,Small Capacity Exhaust,On/off
SITE_66,MECH_109774,Unknown,On/off
SITE_661,MECH_57830,Unknown,On/off
SITE_662,MECH_43936,Small Capacity Exhaust,On/off
SITE_663,MECH_79272,Recirculating Only,On/off
SITE_664,MECH_94859,Recirculating Only,On/off
SITE_665,MECH_132133,Recirculating Only,On/off
SITE_666,MECH_69879,Small Capacity Exhaust,On/off
SITE_668,MECH_113851,High Capacity Exhaust,On/off
SITE_669,MECH_18482,Small Capacity Exhaust,On/off
SITE_67,MECH_49798,Recirculating Only,On/off
SITE_671,MECH_162866,Small Capacity Exhaust,On/off
SITE_672,MECH_162273,Small Capacity Exhaust,On/off
SITE_674,MECH_147607,Small Capacity Exhaust,On/off
SITE_675,MECH_151184,High Capacity Exhaust,On/off
SITE_676,MECH_161570,Small Capacity Exhaust,On/off
SITE_677,MECH_117242,High Capacity Exhaust,On/off
SITE_678,MECH_75058,Small Capacity Exhaust,On/off
SITE_68,MECH_12018,High Capacity Exhaust,On/off
SITE_681,MECH_145071,Small Capacity Exhaust,On/off
SITE_682,MECH_146017,Small Capacity Exhaust,On/off
SITE_683,MECH_58181,Small Capacity Exhaust,On/off
SITE_684,MECH_8166,Small Capacity Exhaust,On/off
SITE_685,MECH_76846,Small Capacity Exhaust,On/off
SITE_686,MECH_10235,Small Capacity Exhaust,On/off
SITE_686,MECH_171565,Recirculating Only,On/off
SITE_687,MECH_95676,High Capacity Exhaust,On/off
SITE_689,MECH_36287,Small Capacity Exhaust,On/off
SITE_69,MECH_12094,Small Capacity Exhaust,On/off
SITE_690,MECH_132777,Recirculating Only,On/off
SITE_691,MECH_62058,Recirculating Only,On/off
SITE_693,MECH_15387,Small Capacity Exhaust,On/off
SITE_694,MECH_139066,Small Capacity Exhaust,On/off
SITE_695,MECH_140553,Small Capacity Exhaust,On/off
SITE_696,MECH_139339,Small Capacity Exhaust,On/off
SITE_698,MECH_66532,High Capacity Exhaust,On/off
SITE_699,MECH_108360,High Capacity Exhaust,On/off
SITE_7,MECH_80016,Small Capacity Exhaust,On/off
SITE_700,MECH_142518,High Capacity Exhaust,On/off
SITE_702,MECH_61352,High Capacity Exhaust,On/off
SITE_703,MECH_41472,Small Capacity Exhaust,On/off
SITE_705,MECH_137266,Recirculating Only,Manual thermostat - Digital
SITE_707,MECH_123881,Small Capacity Exhaust,On/off
SITE_708,MECH_125111,Recirculating Only,On/off
SITE_710,MECH_155023,Recirculating Only,On/off
SITE_711,MECH_139573,Small Capacity Exhaust,On/off
SITE_712,MECH_54796,Recirculating Only,On/off
SITE_714,MECH_15738,Recirculating Only,On/off
SITE_716,MECH_41316,Recirculating Only,On/off
SITE_717,MECH_134053,Recirculating Only,Manual thermostat - Digital
SITE_718,MECH_128005,Small Capacity Exhaust,Manual thermostat - Digital
SITE_719,MECH_28196,High Capacity Exhaust,On/off
SITE_72,MECH_20964,Unknown,None
SITE_720,MECH_153832,Recirculating Only,On/off
SITE_721,MECH_61163,Small Capacity Exhaust,On/off
SITE_722,MECH_44518,High Capacity Exhaust,On/off
SITE_723,MECH_61823,High Capacity Exhaust,Manual thermostat - Analog
SITE_724,MECH_51011,High Capacity Exhaust,Manual thermostat - Digital
SITE_726,MECH_105318,Small Capacity Exhaust,On/off
SITE_727,MECH_135461,Recirculating Only,On/off
SITE_728,MECH_73742,Recirculating Only,On/off
SITE_729,MECH_18595,Small Capacity Exhaust,On/off
SITE_731,MECH_95836,Small Capacity Exhaust,Manual thermostat - Analog
SITE_732,MECH_129101,High Capacity Exhaust,Manual thermostat - Analog
SITE_733,MECH_88890,Small Capacity Exhaust,On/off
SITE_734,MECH_4072,High Capacity Exhaust,On/off
SITE_735,MECH_150646,High Capacity Exhaust,On/off
SITE_736,MECH_12130,Small Capacity Exhaust,On/off
SITE_737,MECH_119988,Recirculating Only,On/off
SITE_738,MECH_166129,Small Capacity Exhaust,On/off
SITE_738,MECH_19714,Small Capacity Exhaust,On/off
SITE_739,MECH_170427,High Capacity Exhaust,On/off
SITE_740,MECH_130182,Recirculating Only,On/off
SITE_742,MECH_19874,Small Capacity Exhaust,On/off
SITE_744,MECH_32273,Recirculating Only,On/off
SITE_745,MECH_146451,Small Capacity Exhaust,On/off
SITE_746,MECH_73799,Recirculating Only,On/off
SITE_748,MECH_114094,Small Capacity Exhaust,On/off
SITE_749,MECH_144162,Small Capacity Exhaust,On/off
SITE_750,MECH_96007,High Capacity Exhaust,On/off
SITE_751,MECH_127198,Recirculating Only,On/off
SITE_752,MECH_166045,Recirculating Only,On/off
SITE_755,MECH_36349,Recirculating Only,On/off
SITE_757,MECH_70852,Small Capacity Exhaust,On/off
SITE_758,MECH_94240,Recirculating Only,On/off
SITE_759,MECH_4041,Small Capacity Exhaust,On/off
SITE_76,MECH_91719,Recirculating Only,On/off
SITE_760,MECH_126836,Small Capacity Exhaust,On/off
SITE_762,MECH_118920,Recirculating Only,On/off
SITE_763,MECH_125519,Recirculating Only,On/off
SITE_764,MECH_132735,Recirculating Only,Unknown
SITE_765,MECH_122714,Recirculating Only,Manual thermostat - Analog
SITE_765,MECH_161443,Recirculating Only,On/off
SITE_766,MECH_40622,Unknown,On/off
SITE_767,MECH_171892,Small Capacity Exhaust,On/off
SITE_768,MECH_131925,Recirculating Only,Manual thermostat - Digital
SITE_770,MECH_11025,Recirculating Only,Timer
SITE_771,MECH_134266,Recirculating Only,On/off
SITE_774,MECH_117709,Recirculating Only,On/off
SITE_775,MECH_65612,High Capacity Exhaust,On/off
SITE_776,MECH_145601,Small Capacity Exhaust,Timer
SITE_777,MECH_158553,Unknown,On/off
SITE_777,MECH_26749,High Capacity Exhaust,On/off
SITE_778,MECH_152060,Small Capacity Exhaust,On/off
SITE_779,MECH_90160,Recirculating Only,On/off
SITE_78,MECH_17498,Recirculating Only,On/off
SITE_780,MECH_9874,Small Capacity Exhaust,On/off
SITE_781,MECH_92548,Recirculating Only,On/off
SITE_782,MECH_90546,Recirculating Only,Manual thermostat - Digital
SITE_784,MECH_151908,Small Capacity Exhaust,On/off
SITE_785,MECH_93736,Small Capacity Exhaust,On/off
SITE_786,MECH_59211,Recirculating Only,On/off
SITE_787,MECH_133921,Small Capacity Exhaust,On/off
SITE_789,MECH_5039,Small Capacity Exhaust,On/off
SITE_79,MECH_2010,Small Capacity Exhaust,On/off
SITE_790,MECH_78205,Small Capacity Exhaust,On/off
SITE_791,MECH_126522,High Capacity Exhaust,On/off
SITE_792,MECH_40186,Recirculating Only,On/off
SITE_793,MECH_56051,High Capacity Exhaust,On/off
SITE_794,MECH_66110,Small Capacity Exhaust,On/off
SITE_795,MECH_55811,Recirculating Only,On/off
SITE_798,MECH_34026,Small Capacity Exhaust,On/off
SITE_799,MECH_93228,Recirculating Only,On/off
SITE_8,MECH_123218,High Capacity Exhaust,On/off
SITE_800,MECH_59535,Small Capacity Exhaust,Manual thermostat - Analog
SITE_801,MECH_119812,Unknown,On/off
SITE_802,MECH_170484,Recirculating Only,On/off
SITE_803,MECH_152233,High Capacity Exhaust,On/off
SITE_804,MECH_22556,High Capacity Exhaust,On/off
SITE_805,MECH_79441,Recirculating Only,On/off
SITE_806,MECH_69584,Recirculating Only,On/off
SITE_807,MECH_103573,Recirculating Only,On/off
SITE_808,MECH_60595,Small Capacity Exhaust,On/off
SITE_809,MECH_174654,Recirculating Only,On/off
SITE_81,MECH_105698,Unknown,On/off
SITE_813,MECH_97738,High Capacity Exhaust,Manual thermostat - Analog
SITE_814,MECH_170779,Small Capacity Exhaust,On/off
SITE_815,MECH_4677,Small Capacity Exhaust,On/off
SITE_816,MECH_106268,Recirculating Only,On/off
SITE_817,MECH_113143,Small Capacity Exhaust,On/off
SITE_818,MECH_132788,Small Capacity Exhaust,On/off
SITE_819,MECH_141020,Small Capacity Exhaust,On/off
SITE_82,MECH_15211,Small Capacity Exhaust,On/off
SITE_820,MECH_4480,Recirculating Only,On/off
SITE_822,MECH_108683,High Capacity Exhaust,On/off
SITE_823,MECH_130833,Small Capacity Exhaust,On/off
SITE_824,MECH_165242,Small Capacity Exhaust,On/off
SITE_828,MECH_40003,High Capacity Exhaust,On/off
SITE_829,MECH_75750,Recirculating Only,On/off
SITE_83,MECH_9990,Unknown,On/off
SITE_830,MECH_168041,Recirculating Only,On/off
SITE_831,MECH_70058,Recirculating Only,On/off
SITE_832,MECH_150323,Recirculating Only,On/off
SITE_833,MECH_95111,Recirculating Only,On/off
SITE_834,MECH_60043,Small Capacity Exhaust,On/off
SITE_835,MECH_1434,Small Capacity Exhaust,On/off
SITE_839,MECH_159639,Recirculating Only,Manual thermostat - Analog
SITE_84,MECH_31519,Small Capacity Exhaust,On/off
SITE_840,MECH_21108,High Capacity Exhaust,On/off
